Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Thu Sep 08 00:46:45 EDT 2022,SocialDistanceView.java,1662612405342,8648,8648,(I)20(F)2(I)3,92.0,0.0,0.0,8.0,0.0,0.0,3.125,0.0,0.0,0.25,0.0,0.0,2.875,0.0,[]
,/modelData/A0UserStudy2010.arff,Thu Sep 08 00:46:45 EDT 2022,SocialDistanceView.java, 1662612405342
2,,Thu Sep 08 00:46:54 EDT 2022,SocialDistanceView.java,1662612414386,11423,0,(I)5(F)2(I)12(F)2(I)3,83.33333333333334,0.0,0.0,16.666666666666664,0.0,0.0,2.1818181818181817,0.0,0.0,0.36363636363636365,0.0,0.0,1.8181818181818181,0.0,[]
3,,Thu Sep 08 00:47:06 EDT 2022,SocialDistanceView.java,1662612426138,152940,0,(I)3(F)10(I)4(F)2,36.84210526315789,0.0,0.0,63.1578947368421,0.0,0.0,0.125,0.0,0.0,0.07894736842105263,0.0,0.0,0.046052631578947366,0.0,[]
4,,Thu Sep 08 00:49:45 EDT 2022,GeneralView.java,1662612585901,-172344,-172344,(F)2(I)5(F)4(I)8,68.42105263157895,0.0,0.0,31.57894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
5,,Thu Sep 08 00:46:58 EDT 2022,GeneralView.java,1662612418116,248225,0,(I)12(F)2(I)4(R)2(I)1(F)2,73.91304347826086,0.0,0.0,17.391304347826086,8.695652173913043,0.0,0.09274193548387097,0.0,0.0,0.016129032258064516,0.0,0.008064516129032258,0.06854838709677419,0.0,[]
6,,Thu Sep 08 00:51:07 EDT 2022,SocialDistanceView.java,1662612667244,12734,0,(I)5(R)1(I)8(R)2(I)6,86.36363636363636,0.0,0.0,0.0,13.636363636363635,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.25,1.5833333333333333,0.0,[]
7,,Thu Sep 08 00:51:20 EDT 2022,SocialDistanceView.java,1662612680080,17524,0,(I)16(R)1(I)7(R)1,92.0,0.0,0.0,0.0,8.0,0.0,1.4705882352941178,0.0,0.0,0.0,0.0,0.11764705882352941,1.3529411764705883,0.0,[]
8,,Thu Sep 08 00:51:40 EDT 2022,SocialDistanceView.java,1662612700332,190396,0,(I)8(F)4(I)3(R)1(I)1(R)1(I)1(R)1(I)4,70.83333333333334,0.0,0.0,16.666666666666664,12.5,0.0,0.12631578947368421,0.0,0.0,0.021052631578947368,0.0,0.015789473684210527,0.08947368421052632,0.0,[]
9,,Thu Sep 08 00:54:51 EDT 2022,SocialDistanceView.java,1662612891961,3409,3409,(I)5(R)5(I)9(F)2(I)1(R)1(I)2,68.0,0.0,0.0,8.0,24.0,0.0,8.333333333333334,0.0,0.0,0.6666666666666666,0.0,2.0,5.666666666666667,0.0,[]
