Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Sat Sep 10 14:51:06 EDT 2022,SafeSocialization.txt,1662835866355,367902,0,(F)22,0.0,0.0,0.0,100.0,0.0,0.0,0.05994550408719346,0.0,0.0,0.05994550408719346,0.0,0.0,0.0,0.0,[]
,/modelData/A0UserStudy2010.arff,Sat Sep 10 14:51:06 EDT 2022,SafeSocialization.txt, 1662835866355
2,,Sat Sep 10 14:57:17 EDT 2022,InferringMain.java,1662836237004,368866,0,(F)13(I)1(F)4(I)5,26.08695652173913,0.0,0.0,73.91304347826086,0.0,0.0,0.0625,0.0,0.0,0.04619565217391304,0.0,0.0,0.016304347826086956,0.0,[]
3,,Sat Sep 10 15:03:25 EDT 2022,InferringMain.java,1662836605935,3490,3490,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
4,,Sat Sep 10 15:03:29 EDT 2022,InferringMain.java,1662836609539,8634,8634,(I)23,100.0,0.0,0.0,0.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0,0.0,2.875,0.0,[]
5,,Sat Sep 10 15:03:38 EDT 2022,InferringMain.java,1662836618290,8358,8358,(I)20(R)5,80.0,0.0,0.0,0.0,20.0,0.0,3.125,0.0,0.0,0.0,0.0,0.625,2.5,0.0,[]
6,,Sat Sep 10 15:03:46 EDT 2022,InferringMain.java,1662836626921,27611,0,(R)1(I)12(F)2(I)9,87.5,0.0,0.0,8.333333333333332,4.166666666666666,0.0,0.8888888888888888,0.0,0.0,0.07407407407407407,0.0,0.037037037037037035,0.7777777777777778,0.0,[]
7,,Sat Sep 10 15:04:14 EDT 2022,InferringMain.java,1662836654758,5588,5588,(I)4(R)2(I)19,92.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.4,4.6,0.0,[]
8,,Sat Sep 10 15:04:20 EDT 2022,InferringMain.java,1662836660562,47547,0,(I)4(F)2(I)1(F)2(D)1(F)6,31.25,6.25,0.0,62.5,0.0,0.0,0.3404255319148936,0.0,0.02127659574468085,0.2127659574468085,0.0,0.0,0.10638297872340426,0.0,[]
9,,Sat Sep 10 15:05:10 EDT 2022,InferringMain.java,1662836710767,46437,0,(F)4(I)1(R)2(I)5(R)1(I)1(R)1(I)1(R)3(I)4,52.17391304347826,0.0,0.0,17.391304347826086,30.434782608695656,0.0,0.5,0.0,0.0,0.08695652173913043,0.0,0.15217391304347827,0.2608695652173913,0.0,[]
10,,Sat Sep 10 15:05:57 EDT 2022,ModelFactory.java,1662836757230,137263,0,(D)1(I)3(F)4(I)1(F)2(I)1,41.66666666666667,8.333333333333332,0.0,50.0,0.0,0.0,0.08759124087591241,0.0,0.0072992700729927005,0.043795620437956206,0.0,0.0,0.0364963503649635,0.0,[]
