0,Thu Sep 08 15:20:34 EDT 2022,true,ass2/BasicMain.java,expectedTypes,[@SocialDistanceViewFactory, @SocialDistancDerivingModel, @SocialDistanceMVCInferringMain, @BasicSocialDistanceUtility, @SocialDistanceBasicModel, @SocialDistanceDerivingModel, @SocialDistanceInterpolatingModel, @SocialDistancInferringModel, @SocialDistanceBasicModel, @SocialDistanceController, @SocialDistanceView, @SocialDistanceMVCInterpolatingMain, @SocialDistanceUilityTesterMain, @SocialDistanceMVCBasicMain, @SocialDistanceControllerFactory, @SocialDistanceMVCDerivingMain, @SocialDistanceClassifierFactory, @SocialDistanceModelFactory]
0,Thu Sep 08 15:20:34 EDT 2022,true,ass2/BasicMain.java,nameInDictionary,ass2.BasicMain,ass
0,Thu Sep 08 15:20:34 EDT 2022,true,ass2/BasicMain.java,nameInDictionary,ass2.BasicMain,basic
0,Thu Sep 08 15:20:34 EDT 2022,true,ass2/BasicMain.java,nameInDictionary,ass2.BasicMain,main
0,Thu Sep 08 15:20:34 EDT 2022,true,ass2/BasicMain.java,nameInDictionary,args,args
0,Thu Sep 08 15:21:34 EDT 2022,true,ass2/SocialDistanceController.java,expectedTypes,[@SocialDistanceViewFactory, @SocialDistancDerivingModel, @SocialDistanceMVCInferringMain, @BasicSocialDistanceUtility, @SocialDistanceBasicModel, @SocialDistanceDerivingModel, @SocialDistanceInterpolatingModel, @SocialDistancInferringModel, @SocialDistanceBasicModel, @SocialDistanceController, @SocialDistanceView, @SocialDistanceMVCInterpolatingMain, @SocialDistanceUilityTesterMain, @SocialDistanceMVCBasicMain, @SocialDistanceControllerFactory, @SocialDistanceMVCDerivingMain, @SocialDistanceClassifierFactory, @SocialDistanceModelFactory]
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,expectedTypes,[@SocialDistanceViewFactory, @SocialDistancDerivingModel, @SocialDistanceMVCInferringMain, @BasicSocialDistanceUtility, @SocialDistanceBasicModel, @SocialDistanceDerivingModel, @SocialDistanceInterpolatingModel, @SocialDistancInferringModel, @SocialDistanceBasicModel, @SocialDistanceController, @SocialDistanceView, @SocialDistanceMVCInterpolatingMain, @SocialDistanceUilityTesterMain, @SocialDistanceMVCBasicMain, @SocialDistanceControllerFactory, @SocialDistanceMVCDerivingMain, @SocialDistanceClassifierFactory, @SocialDistanceModelFactory]
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,tags,ass2.SocialDistanceController,@SocialDistanceController
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,nameInDictionary,ass2.SocialDistanceController,ass
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,nameInDictionary,ass2.SocialDistanceController,social
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,nameInDictionary,ass2.SocialDistanceController,distance
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,nameInDictionary,ass2.SocialDistanceController,controller
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,nameInDictionary,scanner,scanner
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,nameInDictionary,distance,distance
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,nameInDictionary,duration,duration
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,nameInDictionary,exhalation,exhalation
0,Thu Sep 08 15:21:35 EDT 2022,true,ass2/SocialDistanceController.java,nameInDictionary,prompt,prompt
