#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Sep 06 12:12:54 EDT 2022,2,2,A2GeneralStyle,SocialDistanceClassRegistryProvided+ , ,A2CommonPropertiesInherited+ A2CommonSignaturesAreInherited+ A2Encapsulation+ A2InterfaceAsType+ A2NoHiddenFields+ A2NoStarImports+ A2NonPublicAccessModifiersMatched+ A2PackageDeclarations+ A2PublicMethodsOverride+ BasicMainTest+ CompareSafetyComputationsTest+ DerivingMainTest+ F21A2DerivedSafetyVerifier+ F21A2IsInferredSafeTest+ F21A2NoCheckstyleWarnings+ InferringMainTest+ InterpolatingMainTest+ PrintGivenAndGeneratedCombinationsInferredSafety+ SafeSocializationTxtProvided+ SocialDistanceBasicMainProvided+ SocialDistanceDerivingMainProvided+ SocialDistanceInferringMainProvided+ SocialDistanceInterpolatingMainProvided+ SocialDistanceUtilityProvided+ ,BasicModelRegistersObserver ClassifierFactoryTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingModelRegistersObserver InferredPrintIsNotDirect InferringModelRegistersObserver InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,
0,Tue Sep 06 12:12:54 EDT 2022,2,2,A2GeneralStyle,SocialDistanceClassRegistryProvided+ , ,A2CommonPropertiesInherited+ A2CommonSignaturesAreInherited+ A2Encapsulation+ A2InterfaceAsType+ A2NoHiddenFields+ A2NoStarImports+ A2NonPublicAccessModifiersMatched+ A2PackageDeclarations+ A2PublicMethodsOverride+ BasicMainTest+ CompareSafetyComputationsTest+ DerivingMainTest+ F21A2DerivedSafetyVerifier+ F21A2IsInferredSafeTest+ F21A2NoCheckstyleWarnings+ InferringMainTest+ InterpolatingMainTest+ PrintGivenAndGeneratedCombinationsInferredSafety+ SafeSocializationTxtProvided+ SocialDistanceBasicMainProvided+ SocialDistanceDerivingMainProvided+ SocialDistanceInferringMainProvided+ SocialDistanceInterpolatingMainProvided+ SocialDistanceUtilityProvided+ ,BasicModelRegistersObserver ClassifierFactoryTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingModelRegistersObserver InferredPrintIsNotDirect InferringModelRegistersObserver InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,
1,Tue Sep 06 12:12:57 EDT 2022,2,0,A2RequiredClassesSuite,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest CompareSafetyComputationsTest DerivingMainTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferringMainTest InterpolatingMainTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ,BasicModelRegistersObserver ClassifierFactoryTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingModelRegistersObserver InferredPrintIsNotDirect InferringModelRegistersObserver InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,
1,Tue Sep 06 12:12:57 EDT 2022,2,0,A2RequiredClassesSuite,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest CompareSafetyComputationsTest DerivingMainTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferringMainTest InterpolatingMainTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ,BasicModelRegistersObserver ClassifierFactoryTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingModelRegistersObserver InferredPrintIsNotDirect InferringModelRegistersObserver InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,
2,Tue Sep 06 12:13:03 EDT 2022,2,0,A2MainClassSuite,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest CompareSafetyComputationsTest DerivingMainTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferringMainTest InterpolatingMainTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ,BasicModelRegistersObserver ClassifierFactoryTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingModelRegistersObserver InferredPrintIsNotDirect InferringModelRegistersObserver InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,
2,Tue Sep 06 12:13:03 EDT 2022,2,0,A2MainClassSuite,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest CompareSafetyComputationsTest DerivingMainTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferringMainTest InterpolatingMainTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ,BasicModelRegistersObserver ClassifierFactoryTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingModelRegistersObserver InferredPrintIsNotDirect InferringModelRegistersObserver InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,
3,Tue Sep 06 12:13:05 EDT 2022,2,0,FactoriesSuite,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest ClassifierFactoryTest+ CompareSafetyComputationsTest ControllerFactoryTest+ DerivingMainTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferringMainTest InterpolatingMainTest ModelFactoryTest+ PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest+ ,BasicModelRegistersObserver DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingModelRegistersObserver InferredPrintIsNotDirect InferringModelRegistersObserver InterpolatingModelRegistersObserver ModelReuse SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest ,
3,Tue Sep 06 12:13:05 EDT 2022,2,0,FactoriesSuite,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest ClassifierFactoryTest+ CompareSafetyComputationsTest ControllerFactoryTest+ DerivingMainTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferringMainTest InterpolatingMainTest ModelFactoryTest+ PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ViewFactoryTest+ ,BasicModelRegistersObserver DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingModelRegistersObserver InferredPrintIsNotDirect InferringModelRegistersObserver InterpolatingModelRegistersObserver ModelReuse SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener WekaFileSizeTest ,
4,Tue Sep 06 12:13:07 EDT 2022,2,0,A2SourceCode,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver+ ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivingMainTest DerivingModelRegistersObserver+ F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferringMainTest InferringModelRegistersObserver+ InterpolatingMainTest InterpolatingModelRegistersObserver+ ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceControllerFetchesModelSingleton+ SocialDistanceControllerWritesModel+ SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod+ SocialDistanceMainFetchesViewSingleton+ SocialDistanceMainSetsModelSingleton+ SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener+ ViewFactoryTest ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse WekaFileSizeTest ,
4,Tue Sep 06 12:13:07 EDT 2022,2,0,A2SourceCode,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver+ ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivingMainTest DerivingModelRegistersObserver+ F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferringMainTest InferringModelRegistersObserver+ InterpolatingMainTest InterpolatingModelRegistersObserver+ ModelFactoryTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceControllerFetchesModelSingleton+ SocialDistanceControllerWritesModel+ SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod+ SocialDistanceMainFetchesViewSingleton+ SocialDistanceMainSetsModelSingleton+ SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener+ ViewFactoryTest ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse WekaFileSizeTest ,
